ngram,hawkish,dovish
요인 달러,0,1
증시 상승 랠리,0,1
NIM 상승,1,0
광석,0,1
사찰,1,0
상담 분양 사무실 위치 분양,1,0
미사 강변 도시 뛰어나 접근성,0,1
퍼스널,1,0
하향조정 전망치,1,0
입주 상주 인구,0,1
현재 달러엔 환율 거래일,1,0
중국 증시 다시,0,1
인구 흡수 전망 초역,0,1
원대 하락 출발,1,0
상한가 종목 종목 종목,1,0
달러엔 환율 거래일 거래,2,0
소득 자영업자,0,1
공용 세탁실,1,0
포도,0,1
국제 유가 하락 전환,1,0
약세 원자재,1,0
많 물량,0,1
예산 조기,1,0
경기 판단 향후,0,1
전망 부문,0,1
예금주 국제,0,1
수치 집계,0,1
안 전망,0,1
간소 제도,0,1
신축 빌라 지역,1,0
추종 ETF,1,0
선착순 계약,0,1
장중 선 아래,1,0
무이자 대출 가능,0,1
시세 차익 투자 안전 다달이,1,0
금융통화위원회 전체 회의 기준금리,0,1
기관 투자자 대상,0,1
건물 완공,0,1
예정이율 인하,0,1
사업 특히,1,1
안내 tv TV,0,1
체험 가능,0,1
한국 재무설계 대표,0,1
예금 펀드,1,0
슈퍼 블록,1,0
상품 수도권,1,0
없 지역,2,0
지상 층 동 전용 오피스텔,0,1
호재 미군 기지 이전 투자자,1,0
수은 해외,1,0
대출 제외,0,1
결정 시장 기대,0,1
유럽중앙은행 추가 통화 완화정책,0,1
상하이지수 하락,0,1
뉴질랜드 중앙은행 기준금리 포인트,0,1
시장 조달,0,1
여파 수출,0,1
석유화학 수출,0,1
보유 우수,0,1
규모 스카 경포,2,0
안전성 강화 시공 운영,1,0
가운데 수익형,0,1
상관 없이 수익률,1,0
기질,0,1
국채선물시장 외국인,0,1
상한액,0,1
준비 좋,0,1
단계 도입,1,0
결정 이후 금리,1,0
정 동휴,1,0
침체 공포,1,0
추세 어렵,2,0
기록 장 마감,1,0
기준금리 동결 글로벌,1,0
인수주체,0,1
빈부 격차,0,1
금리 인상 단기,0,1
가이던스 하향조정,1,0
근원 전년,0,1
상가 지속 인구,0,1
은행 예금 채권,1,0
금리 인상 시점 이란,0,1
쾌적 자연환경,1,0
마감 상태 회사,0,1
전용 렌 탈로,1,0
주택 땅 매입 방문,0,1
은행 집단 대출,1,0
주변 미군,1,0
고급 부대시설 서비스 호텔,1,0
가계 실질소득,0,1
오피스텔 호텔 상품 공급 과잉,1,0
하락세 상황 강남권 저조 수익률,1,0
헤지펀드 업계,1,0
학교 법인,1,0
주택담보대출 한도,1,0
공급 과잉 우려 유가,0,1
상반 통화정책,0,1
확대 하락,0,1
수시 입출 저축성,1,0
기존 계약 갱신,0,1
벌써 쇄도 장기,1,0
결정 매파,1,0
경제 성숙,0,1
ETF 해외 채권 경제,0,1
보험 개인 종신 금,0,1
생산 유로존 세 틱스,1,0
고정 투자 재고 증감 순수출,1,0
지속 중국 제조업,0,1
미국 주요국 국채,0,1
하이 채권 긴축,0,1
상승 기대 유로존,0,1
이전 이전 이전,1,0
선택 기로,0,1
정부 정부 정부 정부 정부,1,0
주도 주도 주도 주도,0,1
한국 미국 독일,1,0
중국 상품 표,0,1
EPS 전월,0,1
수입관세 수입관세 수입관세,1,0
어떠 경 무단,1,0
긍정적 추가,0,1
에너지 농산물 가격,1,0
미국 물가채 금리 미국 기대,0,1
펀더멘털 펀더멘털,0,1
확정치 통화정책회의,0,1
업 아연 재고 가격 열연,0,1
fed 금리 점도표,1,0
일본 소비자 기대,0,1
PER 배 하락,1,0
경험 고려,0,1
상승 주택시장,0,1
우축 계약 업 두바이유,1,0
주거비 선행,1,0
부채 축,0,1
소재 증빙 사용 원자재,0,2
고용시장 정말,0,1
가정 분기,0,1
만위,0,1
기대 인플레이션 앞 소비자,0,1
지준 비율,0,1
미국 가계 대출,0,1
반영 fed 금리 인상,1,0
글로벌 제조업 PMI 확정치 미국,1,0
추이 영국,0,1
개선 글로벌 경기,0,2
근원 물가 헤드라인 물가,1,0
관련 관심,1,0
금리 추이 미국 금리,0,1
달러인덱스 스프레드,2,0
식료품 물가 상승,0,2
한국 경제 성장률 미국 TGIF,0,1
국채 수익률 스프레드 일본 국채,0,1
fed 대규모,1,1
fed 지수 주간 실업수당청구 건수,1,0
지출 자동차 판매 제조업,0,1
비주거 기업 고정,0,1
금리 교역 수출입,0,1
건수 산업 생산,0,1
국제 멕시코 중앙은행,0,3
조원 조원 발행,1,0
소비자 물가 소비자 물가 전월,1,0
채권 특별,2,0
fed 개최 금리,0,1
주식펀드 유입,0,1
구조조정 구조조정 구조조정 구조조정,1,0
연은 연은 연은총재,0,1
금번 코로나,0,1
생산 한국 소비자 물가,1,0
윤보 국제 미국,1,0
블록체인 블록체인,0,1
하회 정제유 배럴 재고,0,1
사망자 구분,1,0
이탈리아 주요,1,0
한국 원달러 도표 중국 위안,1,0
완만 상승 소비자,1,0
소득 수지 중계무역,0,1
경제 성장 속,0,1
부족 외환보유액,0,1
경제 성장률 연은 GDP 추정,1,0
전치 생산자,1,0
경상 경상 수지 수출,0,1
대비 변동 미국,1,0
종목별 통안채 만기 국고채 만기,0,1
글로벌 PMI 제조업 지수,0,1
디레버리징 기조,0,1
PER 상해 EPS PER 배,1,0
속 물가 상승률 비철금속,0,1
필수소비재 소재 에너지,0,1
서부텍사스산원유 가격 전주,0,1
달러인덱스 상해 종합 니케 유로,0,1
가공무역 비중,0,1
하락 유로존 제조업 PMI,0,2
fed 금리 인상 fed 금리,1,1
기회 기회 기회,2,0
금리 추이 선진국,1,0
섹터 섹터,1,0
기준 글로벌 주요국 증시 MSCI,1,0
중국 이슈 중국,0,2
구분 구분 구분 구분 경제,2,0
신규 신규 신규 신규,0,1
순매수 포지션 배럴 스프레드 추이,0,1
증류 미국 석유 소비,0,1
투기 순매수 포지션 계약 선물,0,1
자산 ECB 자산,0,1
ff 금리 금리 인하,0,1
동결 경제 여건,1,0
실업률 한국 한국 취업자,1,0
CDS 프리미엄 도표,0,1
계약 순매수 현물시장 국고채 순매수,0,1
소비자 물가 상승률 도표 한국,1,0
신흥국 코스피 SP500 영국 FTSE100,1,0
중소형 은행 위험,1,2
상승 디스인플레이션,1,0
중국 가파르,1,0
국무 역,0,1
경기 개선 물가,0,1
재화 물가 상승,1,0
변경 주식수 변경 외국인 투자,2,0
선행 지수 금리,0,1
주요국 수출,1,0
ff 금리 미국,0,1
제작물 저작권 동자료,1,0
유로존 금리 인하,1,0
펀더멘털 우위,1,0
지속 고정자산,0,1
기성 건설 기성,1,0
성장 전기,0,1
보유 추천종목 기준,0,1
장비 생산 영상 통신 장비,0,1
미국 수출 수출 수출 가격,0,1
조원 통기기 무역 제품 영업이익,0,1
증가 강화,0,1
수출 가격 철강,1,0
석유화학 수출 화학,1,0
지수 소비자 신뢰지수 기대,1,0
베이지북 fed,0,1
쿠키 뉴스,1,0
도소매 운수,1,0
아메리카 지역,0,1
재정 불확실성,1,0
소프트웨어 건강,1,0
약하 상승,1,0
감안 평균,1,0
지수 부진 흐름,1,0
중국 내수 부진,0,1
요인 OECD,0,1
GDP 성장률 하향,1,0
GDP 성장률 추이,1,0
하향 안정 추세,1,0
fed 위원 매파 발언,0,1
미국 개인 소득 개인,1,0
생산 교역 증가율 지수,1,0
장단기스프레드 국고채 금리 추이,0,1
지수 선행 종합 지수 순환변동치,0,1
대출 선 도시 선,1,0
천편 결항 정상 운항,0,1
사용 조사 지적재산권,0,1
지수 소비자 심리,1,0
회복 유도,1,0
원유 시장 초과 공급,0,1
소재 증빙 용,1,0
품목 생산 증가율 부문,1,0
건수 빠르,0,1
특수 기계,1,0
위안 원달러,1,0
지속 투자 증권,1,0
지수 리서치 본부,1,0
목 외국인 기관 업종,0,1
사업 성장 기반,1,0
필요 소비자 물가,1,1
확인 fed 금리 인하,0,1
유인 작,0,1
둔화 무역 수출,0,1
한국 지역,1,0
화장품 매출 화장품 매출 화장품,0,1
영업이익 자동차 조원,1,0
각하,0,1
기조 변화 기대,0,1
경기 저성장,0,1
필요 금주,1,0
수입 소폭,0,1
축 가격 우축 온스,0,1
본부 부동산,0,1
판매 자동차 제외 소매,2,0
고정 투자 비중,0,1
물가 중국 생산자,0,1
서프라이즈 불구,0,1
고용 물가 발표,0,1
피로 누적,1,0
금리 환율 원자재,0,1
식료품 에너지제외지수 유지 단기,1,0
미국 발,0,2
증가율 바닥,0,1
수출 코스피,1,0
수요 공급 구인,1,0
요인 독일,0,1
국채 순발행,1,0
내수 여력,0,1
기업체 경기,0,1
집중 경기,1,0
지출 위안,1,0
기준 미국 경기 선행,0,1
ISM 제조업 지수 미국 제조업,1,0
상승 가계 소비,1,0
상승 시점 지연,1,0
대비 하락 제조업,0,1
주거비 제외 물가,1,0
제조업 기준 일본,1,0
속 통화정책,1,0
하드웨어 가전 디스플레이 화장품 의류,2,0
통신서비스 유틸리티 소매 유통 상사,0,1
모멘텀 상위 코스피200,0,1
비중 ISM,2,0
민간 서비스 정부,1,0
물가 중국 소비자 물가 중국,0,1
증시 수익률 글로벌 수익률 수익률,1,0
산업 생산 독일 산업 생산,0,1
제공 사실 작성 조사 분석,1,0
표 회사채 수요예측 대상기업,1,0
물가 안정 금리 추가,0,1
내용 상세 내용 상세 내용,1,0
방침 정책,1,0
정상화 정상화 정상화 원칙,0,1
호주 호주 금리,0,1
물가 상승 압력 물가 상승,2,0
약세 동향 국채 금리,1,0
하향 검토 건설 부정적 폴라리스,1,0
채권 힘들 부채한도 협상 미국,0,1
일부 완화 약세,0,1
발행금액 만기금액 캐피탈채 누적,0,1
국채 금리 변화 신용,0,1
루피아 원루 피아 루피아,1,0
박 승진 글로벌 금융시장,1,0
커브 플래트닝 국고채,1,0
수익 비교 누적 수익률 PF,1,0
레저 지주 셀 전기 장비,0,1
이치 솔루션 지주 금융,1,0
기계 항공 민자발전 반도체 연합자산관리,1,0
추이 헤알 달러원,0,1
금리 러시아 러시아 금리,0,1
핑 해운 보험 보험,0,1
낙찰률 금액 금액 금액,0,1
매직 금융,1,0
국내 채권 미선 크레딧 해외,0,1
중후 순위 비중,0,1
금융 자동차부품 제약,0,1
채권 전략 안 예하 퀀트,1,0
구리 물 원달러 홍콩,1,0
도래 발행,1,0
흥행 의미 미국,0,1
매트릭스 구분,0,1
채권 ETF 전략,0,1
선진 신흥 투자 증권주,0,1
상단 얼 셀 민평,1,0
기금 외국인 기타법인 정부,0,1
CD 회사채 회사채 회사채,1,0
발행 목적 기준,0,1
저하 재무 안정성,1,0
기평 하향 검토 건설 건설,0,1
이하 회사채 발행,1,0
유출입 미국 ETF 뮤추얼펀드,0,1
스프레드 독일 유럽 발행 금리,0,1
데이터 상방 위험 답변 하방,0,1
스프레드 추이 기준 기준,1,0
엠 미발표,0,1
둔화 국제 금융시장 fed 금리,1,0
AAA등급 하락 회사채,1,0
국고채 변동 폭,1,0
통안채 국고채 금리,0,1
이사 이사 이사 이사,1,0
발행 만기 추이 도표 캐피탈채,1,0
향 금융통화위원회 앞,1,0
현대 인프라 핵심 기계,0,1
신용등급 제외 신용평가,0,1
보고서 기준 회사 평가사,0,1
필요성 판단 금융통화위원회 앞 성장,1,0
미발표 절대 금리,1,0
소비재 필수소비재 에너지 운송 전체,0,1
여전채 회사채 기준 대비 스프레드,1,0
유로 아일랜드 유로,1,0
금리 경쟁입찰 낙찰,1,0
개선 중립 뉴트럴 악화,1,0
국고채 은행채 국고채 회사채,1,0
지수 편입 지수,1,0
스프레드 여전 은행 특수 회사,0,1
국고채 통안채 국주 국고채,0,1
국채 일드커브 독일 국채 일드커브,0,1
사용 투자 증권 국고채,0,1
투자 매력 존재,0,1
판매 만기 분기,0,1
원유 재고 통화정책회의,0,1
체코 코루나 크로아티아 아이슬란드 크로나,0,1
스프레드 동향 장단기스프레드 국고채 국고채,1,0
중남미 중남미 아르헨티나 페소 브라질,0,1
농축수산물 가격 상승 물가,1,0
특수채 스프레드 특수채 특수채,0,1
국고채 회사 국고채 회사,1,0
연기금 외국인 국가 개인 은행,1,0
만기금액 특수채 은행채,1,0
크로네 해외 은행 CDS,1,0
영업이익 세전이익 순이익 매출,1,0
부채 상환능력 연간 이자 부채,1,0
전체 주간 거래 지난주 대비,0,1
종금 정부 기타법인,0,1
주간 변동 수익률,0,1
금리 종가 해외 크레딧,1,0
자금흐름 투신 MMF 은행,0,1
한국 달러엔,0,1
전송 변형 터키,0,1
회사채 기준 당일 발행물 후순위,1,0
결정 금리 미매각 수요예측,1,0
fed 회의록 소비자,1,0
용일 등급 등급 등급,0,1
신용스프레드 동향 발행시장 현황 유통시장,1,0
변환 변환 현물,2,0
성장률 크 폭 하회,0,1
물가채 금리 기대,1,0
외국인 개인 증권,0,1
전년비 인도,0,1
장비 기계 기계 정유,0,1
물가 음식료 주거 관련,1,0
대비 감소 지난주 크레딧,2,0
반영 국채 국고채,1,0
금액 만기 금리 밴드,0,1
최종 변경 등급 평가 등급,1,0
케냐 리비아 나이지리아,0,1
소프트웨어 정유 증권,0,1
채권 표 금액 그대로 재투자,1,0
갭 이론 수익률 기재 내용,1,0
바탕 수익률 보수 현실 특정,1,0
기준 신용평가 신용등급,0,1
해상 실크로드,0,1
승인 규모,1,0
ff 금리선물 반영,0,1
프랑스 인도네시아,1,0
RQFII QFII RQFII,1,0
일자 국가 국가,0,1
면 고용자수,0,1
에너지 수입 물가 하락,0,1
실직 베트남 국내외 경제분석 해외,0,2
MSCI 신흥국 인덱스,2,0
하락 신흥시장,1,0
원자재 가격 하락 중국,0,1
한국 이익,1,0
GDP 차트,0,1
인덱스 유로존 경제 서프라이즈,0,1
영업이익 추정 상향 상위,0,1
구분 가격 코스피 등락폭 시가,0,1
지수 등락 종목 상승 상한가,1,0
이격도 투자심리 거래 시가총액 거래,0,1
변동 전주 대비 대비,1,0
중국 해운 컨테이너 저장,1,0
금융채 금융채 위안 인민은행 고시,0,1
RP 실질,0,1
국내 사모 주식형,1,0
무담보채,1,0
부정적 안정 안정 안정,1,0
약세 전환 위험자산,1,0
분명 한계점 존재 발표,0,1
위안 유로달러 평균 유로,1,0
하향 부여 지수 산출,0,1
대비 전월 대비 연초,1,0
글로벌 선진 미국 유로존,1,0
변화 머니 맵,1,0
금리 점도표 하향,0,1
반영 경기 펀더멘털 요인 개선,1,0
항공기 제외 핵심 자본재,0,1
불확실성 요인 지속,0,1
작성 저작물 저작권 동의 없이,0,1
다르 게재 내용,1,0
제조업 제조업 제조업 경기,1,0
증가 속 중국,1,0
연말 환율 컨센서스,0,1
프리미엄 주간,0,1
환율보고서 전과,1,0
미국 국 국,1,0
색 자산배분 소재 국내외 경제분석,0,1
직위 직위 직위 이름 이름,1,0
가권 인도 브라질,0,1
운영 위안 순공급 인민은행,1,0
금리 신규 주택 판매,1,0
전년비 전년비 전년비 전년비,1,1
경기 경기 경기 확산,1,0
브라질 산업,1,0
패키징 테스트 테스트 테스트 테스트,0,1
공사 도시,1,0
규모 추이 월간 대출,1,0
동전 보유 증권 보유,0,1
금리 상승 국고채 금리 상승,0,1
창구 보유 채권 국채,0,1
조원 크레딧,1,0
순매수 거래대금 추이 회사채 순매수,1,0
밴드 낙찰 금리,0,1
변동 스프레드 스프레드,0,1
회사채 기재,0,1
리서치 본부 기준 AAA등급,0,1
채권 ff 시장,1,0
하락 급,0,1
독일 국채 금리 독일 국채,0,1
선물 선물 선물,0,1
국고채 상단,1,0
기반 재무,1,0
민평 운영 부채 상환 민평,0,1
앤 금융업 식품 제조 자동차,0,1
금융상황 특이사항,0,1
확인 회사채,1,0
카드채 금융 회사채,0,2
회사채 수요예측 현황,1,0
종가 한국 미국,1,0
은행채 여전채 회사채 외국인 은행,0,1
국내 스타일 테마,0,1
미국 쿠싱 지역 재고 추이,0,1
선물 가격 커피 선물,1,0
상품지수 국제 유가,0,1
ETF 매도,0,1
합계 채권 이하 만기 만기,0,1
표 해외 ETF 주간 수익률,0,1
시장 가격 고평가 저평가 정도,0,1
현지 기준 컨센서스 전기,0,1
건설 운송 은행,1,0
DR CB 시장조성 발행 관련,1,0
베타 내수주,1,0
편견 제조업 경쟁 심화 중국,1,0
건설 그룹,0,1
파운드 파운드 비,0,1
고객 투자 의사결정,2,0
수요예측 대상기업,0,1
절대 금리 부채 상환 민평,1,0
공사채 회사채 여전채 은행채 공사채,0,1
석유화학 정유 석유화학 에너지,1,0
에프 앤 금융 지주,0,1
에프 앤 금융업 식품,1,0
상승 추세선,1,0
성과 수익률 수익률 코스피,1,0
코스피 대신 퀀트 표 성과,0,1
광공업 기업 수익,0,1
상승 사이클 진입 전략 fed,1,0
리서치 본부 미국 미국 미국,0,1
내용 단위 이전 상,1,0
매수 접근 유효,1,0
위안 동향 원달러 달러인덱스,1,0
원달러 원달러 달러인덱스 배럴,1,0
곡물가 상승 태풍 피해 물가,1,0
지축 확대 추경,0,1
얼마 원미 이상 내년,1,0
연간 성장률 수정 수정 계획,0,1
금리 사상 최고,1,0
유가증권시장 상한가 비롯,1,0
시행 예고,0,1
진단 이달,1,0
양적완화 계속,0,1
달러 장 마감 영국,0,1
전략 집중,1,0
기술 대학,1,0
인하 금융통화위원회 금리,0,1
기술적 반등 시도,0,1
면제 재산세 면제,0,1
미만 미만 미만 이상 물가,1,0
연말 환율 정도,0,1
유동성 관리 기타 한국 미국,0,2
결정 이미,0,1
인상 타이밍 어떻게,1,0
물가 상승률 얼마 한국은행 내주,0,1
발행 유럽,1,0
동의 한국은행,0,1
포함 종목 하락 종목 보합,0,1
논의 유럽,1,0
펀드 사모펀드,1,0
협상 스몰딜,0,1
산불 진화,0,1
포인트 전날 미국 뉴욕증시,1,0
그룹 순이익,0,1
분배 선순환,0,1
한경 부동산,1,0
진행 주가,0,1
위험 글로벌,1,0
확대 전문가,1,0
순매도 비차익거래,1,0
부동산 부장 진행,1,0
주택 도시 금융,0,1
긴급 피해,1,0
원상회복,1,0
결과 국내 증시,1,0
중국 경기 둔화 대외,0,1
하반기 TV 배,0,1
내년 소비세,1,0
오후 정부,1,0
작용 국제 유가,0,1
가격 주가,0,1
증시 세계,0,1
레인지 상단 평균 저점 고점,1,0
통화 유로화,1,0
CRS 마감,0,1
KOSPI 달러원 국고3년 국고5년 뉴욕증시,0,1
설명 발행,0,1
채권 금리 박스권 하단,0,1
국채선물 틱 하락 거래 마감,0,1
장기물 우호적,0,1
뉴욕 시장 대비 상승,1,0
거래 마감 외국인 계약 순매수,0,1
